id,song,hip hop,jazz,country,classical,festival,rock
543,Black Lips - Boone,0.004628,0.285417,0.07445,0,0.129627,0.274854
544,Black Lips - Burried Alive,0.019262,0.014878,0.011692,0,0.077673,0.273103
545,Ronnie Earl - Ronnie Johnnie,0.006309,0.018133,0.115405,0.000046,0.201982,0.730637
546,Loudon Wainwright III - Grey In L.A.,0.002869,0.032497,0.528492,0.000001,0.718742,0.078696
547,Loudon Wainwright III - The Swimming Song,0.000901,0.007041,0.233778,0.001178,0.128056,0.102715
548,Liz Story (Holiday) - O Thou Joyful Day - O Little Town of Bethlehem,0.000089,0.121867,0.033335,0.00083,0.018755,0.002083
549,Lone Ranger - Collie Rock,0.063457,0.089903,0.007459,0.000063,0.009839,0.00651
550,Jeff Lorber - Chopsticks,0.064118,0.332116,0.00807,0.000486,0.084223,0.042338
551,Peter & Gordon (60s) - A World Without Love,0.005342,0.034302,0.067348,0.000004,0.138743,0.255237
552,Lyle Lovett - North Dakota,0.018916,0.056973,0.045389,0.003153,0.024192,0.00609
553,Lyle Lovett - Simple Song,0.00244,0.006074,0.32996,0.002085,0.035704,0.009696
554,Lyle Lovett - That's Right (You're Not From Texas),0.099232,0.10384,0.039579,0.000001,0.279124,0.08594
555,Provision - Visualize,0.008645,0.121054,0.019438,0.00001,0.177061,0.125947
556,The Adverts - Safety In Numbers (Live),0.005334,0.004485,0.014328,0.000111,0.120544,0.927364
557,Tristeza - Abrazo Distante,0.001938,0.029935,0.041355,0.03286,0.109508,0.008981
558,"Mealli, Giovanni - Sonata For Violin & Continuo, Op. 3?6 (""La Sabbatina"")",0.002628,0.189207,0.001364,0.992608,0.00139,0.001384
559,Alison Krauss - Can't Find My Way Home,0.006733,0.045458,0.21843,0.000103,0.37035,0.010294
560,Alison Krauss - Endless Highway,0.001488,0.031633,0.109976,0.000033,0.146212,0.070846
561,Alison Krauss - Wish I Still Had You,0.001684,0.010898,0.10717,0.00009,0.0564,0.007146
562,Alison Krauss - Everytime You Say Goodbye,0.002578,0.084985,0.043233,0.008965,0.092514,0.015599
563,Alison Krauss - Foolish Heart,0.001126,0.037435,0.016479,0.042262,0.008614,0.064615
564,Alison Krauss - Whiskey Lullaby,0.003544,0.066147,0.110908,0.000006,0.392243,0.020617
565,Alison Krauss - Don't Follow Me,0.003918,0.015256,0.031302,0.001943,0.021199,0.091279
566,Alison Krauss - When You Say Nothing At All,0.003505,0.006394,0.051397,0.000031,0.111093,0.023492
567,Lowell Fulson - Western Union Blues,0.004349,0.174896,0.01519,0.000956,0.030682,0.055855
568,Lowell Fulson - Reconsider Baby,0.010792,0.229751,0.048032,0.000011,0.173933,0.18748
569,Lowell Fulson - Everyday I Have The Blues,0.00287,0.072123,0.043762,0.000006,0.064306,0.200419
570,Lowell Fulson - Guitar Shuffle,0.010273,0.676809,0.052281,0.000027,0.054422,0.043884
571,Lowell Fulson - I'm A Night Owl (Part 2),0.067469,0.142052,0.023583,0.000005,0.08587,0.016763
572,"Lowell Fulson - No More, Pt. 1",0.010429,0.187693,0.016626,0.000034,0.057564,0.167214
573,Jesse Harris - Morning In A Strange City (Cafe),0.000361,0.001467,0.028774,0.000026,0.106797,0.004301
574,Paul Oakenfold - Faster Kill Pussycat,0.039671,0.000743,0.002089,0,0.212274,0.0926
575,Paul Oakenfold - Amsterdam,0.009401,0.123279,0.001915,0,0.062804,0.202579
576,Paul Oakenfold - Sex 'n' Money,0.263065,0.005135,0.002252,0,0.153596,0.088398
577,Paul Oakenfold - Time Of Your Life (feat. Perry Farrell),0.038596,0.029877,0.006868,0,0.56027,0.209462
578,Jose Zamora & Damian DP - Transatlantic (feat. Paleday),0.104044,0.00597,0.003206,0,0.112233,0.033583
579,War - Why Can't We Be Friends,0.005688,0.057529,0.012372,0.000016,0.12094,0.03375
580,Architecture In Helsinki - Spring 2008,0.011759,0.016833,0.0673,0.000001,0.078641,0.000552
581,Mary Chapin Carpenter - Right Now,0.006858,0.075915,0.039866,0.000004,0.08137,0.089271
582,The High Violets - Sun Baby,0.008073,0.05347,0.024903,0.000001,0.516986,0.384508
583,Jimmy Dorsey - Begin The Beguine,0.001055,0.037583,0.014862,0.004599,0.088219,0.211913
584,The Manhattans - Kiss And Say Goodbye,0.002996,0.208413,0.062005,0.000686,0.083062,0.050795
585,Boys From Indiana - Atlanta Is Burning,0.001563,0.020955,0.10448,0.009459,0.115113,0.260474
586,The Mark Inside - Carousel,0.005618,0.008806,0.017915,0,0.411009,0.497574
587,Kenny G - G-Bop,0.018067,0.059976,0.001554,0.00178,0.015461,0.004236
588,Kenny G - The Way You Look Tonight,0.001788,0.085733,0.024838,0.000909,0.036143,0.002004
589,Mickey Hart & Zakir Hussain - Dances With Wood,0.886018,0.027853,0.000341,0.000073,0.013189,0.087515
590,Mickey Hart & Zakir Hussain - Funky Zena,0.166476,0.301168,0.002117,0.002718,0.02321,0.013892
591,Mickey Hart & Zakir Hussain - Tars,0.226055,0.005202,0.000212,0.000244,0.043456,0.038456
592,The Mission UK - Love Me To Death,0.01252,0.005787,0.029241,0.000027,0.152136,0.13025
593,"Boyce, William - Trio Sonata No. 4 In G Minor",0.000928,0.007356,0.020027,0.753217,0.001995,0.001875
594,"Boyce, William - Trio Sonata No. 6 In B Flat Major",0.000596,0.060514,0.030752,0.796033,0.003616,0.00171
595,"Boyce, William - Trio Sonata No. 9 In C Major",0.000111,0.189602,0.010132,0.878431,0.016314,0.126419
596,"Boyce, William - Ode For St. Cecilia's Day",0.011397,0.041726,0.056046,0.977055,0.00068,0.006898
597,Sex Pistols - EMI,0.003262,0.048365,0.163302,0.000001,0.246845,0.63078
598,Sex Pistols - New York,0.001679,0.066683,0.046025,0.00001,0.19602,0.745759
599,Sex Pistols - Pretty Vacant,0.001214,0.022182,0.0949,0.000003,0.226264,0.536934
600,Sex Pistols - Problems,0.001489,0.095857,0.059737,0.000005,0.144759,0.525529
601,Bishop Allen - Things Are What You Make Of Them,0.002331,0.039337,0.11141,0.000018,0.398891,0.391654
602,Doc & Merle Watson - Big Spike Hammer,0.003045,0.066747,0.153371,0.000492,0.070501,0.395163
603,Doc & Merle Watson - Gambler's Yodel,0.001252,0.015968,0.07564,0.001,0.039185,0.046024
604,Buddy Bregman - Derek's Blues,0.000472,0.197863,0.003459,0.043241,0.028462,0.295661
605,The Ray Conniff Singers (Holiday) - Santa Claus Is Coming To town,0.000791,0.110915,0.051364,0.002072,0.059181,0.123266
606,The Ray Conniff Singers (Holiday) - Silver Bells,0.001751,0.061412,0.753527,0.000098,0.096378,0.049287
607,"Chopin, Fryderyk - Etudes (12) for piano, Op. 25, CT. 26-37",0.000109,0.409751,0.005872,0.796173,0.000849,0.004387
608,"Chopin, Fryderyk - Impromptu for piano in G flat major, Op. 51, CT. 45",0.000034,0.366072,0.002808,0.485225,0.000246,0.001157
609,"Chopin, Fryderyk - Nocturnes (2) for piano, Op. 48, CT. 120-121",0.000058,0.738824,0.001349,0.305059,0.007861,0.019635
610,"Chopin, Fryderyk - Nocturnes (3) For Piano, Op. 9, Ct. 108-110",0.000235,0.15079,0.001838,0.180227,0.003932,0.00263
611,"Chopin, Fryderyk - Nocturnes (3) for piano, Op. 15, CT. 111-113",0.000067,0.848981,0.016993,0.159146,0.000702,0.00611
612,"Chopin, Fryderyk - Piano Sonata No. 3 in B minor, Op. 58, CT. 203",0.00007,0.349593,0.003156,0.105101,0.001836,0.019725
613,"Chopin, Fryderyk - Waltzes (3) for piano, Op. 70, CT. 217-219",0.000411,0.078428,0.019815,0.795548,0.001277,0.000582
614,Rah - Wave,0.031181,0.323173,0.001128,0.000001,0.113524,0.100507
615,Grand Ole Party - Look Out Young Son,0.030234,0.011339,0.113745,0,0.404237,0.036628
616,The Crests - Angels Listened In,0.001442,0.055009,0.05432,0.000014,0.116841,0.075206
617,The Crests - Sixteen Candles,0.043369,0.028697,0.008762,0.000002,0.311432,0.02472
618,Foo Fighters - No Way Back,0.002944,0.002696,0.029198,0,0.345818,0.768544
619,Foo Fighters - Low,0.084765,0.065495,0.037124,0,0.319888,0.662378
620,Ben Jelen - Not My Plan,0.002405,0.010632,0.120074,0.000003,0.574298,0.159867
621,Ben Jelen - Where Do We Go,0.004513,0.004865,0.034848,0,0.517253,0.114028
622,Hank Williams Jr. - All My Rowdy Friends Are Coming Over Tonight,0.027126,0.024347,0.028651,0.00006,0.046547,0.193573
623,Hank Williams Jr. - Whiskey Bent And Hell Bound,0.003386,0.016808,0.333069,0.000243,0.02762,0.07215
624,Loscil - Kursk,0.00004,0.000143,0.000348,0.000427,0.113994,0.70955
625,Iron Maiden Tribute Band - Run To The Hills,0.005466,0.000637,0.002575,0,0.320796,0.506056
626,Orchestral Manoeuvres In The Dark - If You Leave,0.002295,0.296825,0.040576,0.000037,0.031851,0.238644
627,Orchestral Manoeuvres In The Dark - Dreaming,0.001538,0.072529,0.022262,0.000025,0.076307,0.231409
628,Moonspell - Sons Of Earth,0.000392,0.006599,0.165367,0.000021,0.099507,0.103187
629,Toquinho & Paulinho Da Viola - Tarde Em Itapoa (live),0.021814,0.518925,0.030604,0.000004,0.159927,0.040981
630,New York Dolls - Mystery Girls (Planet Studios Demo),0.001492,0.024657,0.035245,0.000066,0.170234,0.585002
631,"Couperin, Francois - L'Espagnole (La Visionnaire), For 2 Violins & Continuo (Les Nations)",0.000112,0.051754,0.044514,0.578244,0.004857,0.033406
632,"Couperin, Francois - Ignitum Eloquium Tuum, Motet Verset For 2 Sopranos, 2 Violins & Continuo (4 Versets D'un Motet)",0.006585,0.123907,0.005577,0.948058,0.000444,0.000015
633,"Couperin, Francois - In Lectulo Meo",0.002612,0.099401,0.036378,0.644093,0.000891,0.000279
634,Harold Melvin & The Blue Notes - Don't Leave Me This Way,0.004287,0.197076,0.010774,0.000287,0.075259,0.173231
635,Wolfmother - Colossal,0.003539,0.087524,0.006641,0,0.376448,0.426312
636,Behemoth - Slaves Shall Serve,0.003079,0.006451,0.010222,0,0.094506,0.777175
637,Dean Martin - On The Street Where You Live,0.004099,0.149805,0.022418,0.000047,0.077906,0.029395
638,Dean Martin - Everybody Loves Somebody,0.003572,0.150473,0.070291,0.000076,0.085286,0.350489
639,Dean Martin - Memories Are Made Of This,0.087067,0.086511,0.006999,0.001645,0.008365,0.051625
640,Dean Martin - You're Nobody Till Somebody Loves You,0.008875,0.267867,0.146323,0.001063,0.081445,0.033649
641,Dean Martin - Ain't That A Kick In The Head,0.003094,0.178167,0.046352,0.000046,0.161007,0.077265
642,Dean Martin - Mr. Wonderful (Live),0.038648,0.17119,0.034416,0.006748,0.074291,0.014916
643,Dean Martin - Return To Me,0.016505,0.012769,0.127883,0.001974,0.050437,0.019131
644,Jay Reatard - Oh It's Such A Shame,0.000212,0.087551,0.129679,0,0.43966,0.376152
645,Jay Reatard - Turning Blue,0.000343,0.342863,0.042561,0,0.130786,0.684151
646,Jay Reatard - We Who Wait,0.000227,0.06164,0.039009,0,0.23659,0.94404
647,Serj Tankian - Sky Is Over,0.002101,0.013374,0.151647,0.000002,0.595893,0.2401
648,Justin Timberlake - SexyBack,0.491281,0.008122,0.00115,0.000001,0.439654,0.012673
649,Justin Timberlake - Like I Love You (feat. Clipse),0.085514,0.011227,0.003552,0.000004,0.169864,0.037165
650,Justin Timberlake - Rock Your Body,0.108555,0.037142,0.000895,0.000005,0.076179,0.038307
651,Justin Timberlake - What Goes Around...?...Comes Around (Interlude),0.230438,0.037875,0.004459,0,0.397732,0.00394
652,Dan Deacon - Trippy Green Skull,0.017244,0.034485,0.030202,0.000002,0.245301,0.365649
653,Dan Deacon - Wooody Woodpecker,0.013236,0.000453,0.001615,0.000022,0.188302,0.438021
654,Heritage Hall Jazz Band (Holiday) - Silver Bells,0.030125,0.26878,0.005655,0.000012,0.305737,0.038526
655,Trey Anastasio - Come As Melody,0.000958,0.009635,0.0364,0.000004,0.54259,0.501169
656,Trey Anastasio - Sleep Again,0.005721,0.024243,0.044333,0,0.424121,0.147212
657,Jimmy Ruffin - What Becomes Of The Brokenhearted,0.010881,0.098541,0.121579,0.000162,0.176348,0.120346
658,Tetsu Inoue - Mini Moon,0.001289,0.06317,0.011109,0.039596,0.136529,0.015869
659,The Cotton Pickers - Hot Lips,0.007024,0.427563,0.075856,0.018418,0.024049,0.162634
660,Ryan Montbleau Band - Honeymoon Eyes,0.039278,0.084858,0.058254,0.000005,0.563637,0.227628
661,Ryan Montbleau Band - It's All Been Done Before,0.017406,0.018545,0.169371,0.000036,0.440244,0.03386
662,Ryan Montbleau Band - Stretch,0.005616,0.157964,0.07563,0.000155,0.463575,0.152054
663,The Whigs - Written Invitation,0.043339,0.018754,0.153743,0.000017,0.51065,0.24992
664,DJ Khaled - I'm So Hood,0.22,0.007233,0.001446,0,0.051776,0.002822
665,DJ Khaled - Out Here Grindin',0.020982,0.009398,0.004406,0,0.057465,0.02747
666,DJ Khaled - We Takin' Over,0.153635,0.01332,0.009891,0.000001,0.268467,0.030763
667,Uncle Earl - Booth Shot Lincoln,0.000667,0.01779,0.220174,0.002489,0.070484,0.050035
668,Jack Jones - Autumn Leaves,0.001345,0.026142,0.015997,0.158527,0.024055,0.002589
669,Jack Jones - Luck Be A Lady,0.00169,0.027204,0.091011,0.01552,0.102835,0.044591
670,Jack Jones - Somewhere My Love,0.000404,0.007363,0.061722,0.15869,0.017639,0.017848
671,Scott Solter - Desert Trains,0.000044,0.736083,0.141963,0.000326,0.003498,0.000165
672,Dave Holland - Blue,0.04117,0.449074,0.002335,0.041344,0.001819,0.02229
673,Steve Lacy - Alone Together,0.014795,0.948645,0.001133,0.00233,0.007478,0.011706
674,Videos - Trickle Trickle,0.029705,0.038434,0.323894,0.000001,0.09297,0.42969
675,The Commodores - Lady (You Bring Me Up),0.029601,0.01451,0.010762,0.000009,0.104433,0.041438
676,The Commodores - Brick House,0.038734,0.038687,0.003466,0.000003,0.14438,0.166733
677,The Commodores - Easy,0.00263,0.083527,0.010645,0.000002,0.093277,0.055499
678,D - Nox & Beckers - Jet Lag Slave,0.384809,0.057525,0.000065,0.000009,0.129816,0.057409
679,Tex Atchison - Tennessee Hound Dog,0.013726,0.245553,0.071248,0.003166,0.014146,0.014593
680,God-Des - Debate,0.681097,0.004939,0.00452,0.000005,0.387255,0.018178
681,Mudvayne - Fall Into Sleep,0.003809,0.009075,0.011319,0,0.409813,0.382786
682,Will Smith - Gettin' Jiggy Wit It,0.154342,0.011884,0.012245,0,0.209419,0.230542
683,Will Smith - Men In Black,0.137553,0.036882,0.002656,0.000006,0.077896,0.035223
684,Jimmy Buffett - Come Monday,0.002391,0.274431,0.107192,0.000131,0.044016,0.11598
685,Bryan Sutton - Grover Glen,0.002094,0.035601,0.108631,0.014143,0.086608,0.023364
686,Bryan Sutton - Stoney Creek,0.001955,0.03222,0.092156,0.000277,0.10294,0.021237
687,Michael Spence - Is This Love,0.115076,0.048524,0.003283,0.000006,0.023418,0.003965
688,Brodsky Quartet - I've Seen It All,0.023495,0.017723,0.019279,0.000265,0.059818,0.001745
689,Al Di Meola - Black Pearls,0.002364,0.106603,0.013891,0.000958,0.113647,0.020012
690,Al Di Meola - Milonga Del Angel,0.000885,0.041736,0.006588,0.000235,0.075118,0.011822
691,Al Di Meola - Tangata De Alba,0.00509,0.118282,0.008757,0.000005,0.048577,0.02124
692,The Smokin' Joe Kubek Band - Comin' Home Today,0.009886,0.058502,0.062033,0.000129,0.073436,0.229624
693,The Smokin' Joe Kubek Band - Mean Old World,0.00501,0.253267,0.017439,0.000725,0.033918,0.196746
694,L.T.D. - Back In Love Again,0.026774,0.127813,0.00445,0.000206,0.030306,0.134672
695,L.T.D. - Jam,0.032602,0.024515,0.002458,0.000557,0.067076,0.210395
696,Brother Ali - Forest Whitiker,0.533557,0.009034,0.001914,0.000005,0.207204,0.032696
697,Brother Ali - Uncle Sam Goddamn,0.26311,0.025819,0.011196,0.000024,0.41688,0.047816
698,Brother Ali - Blah Blah Blah (feat. Slug),0.726421,0.044075,0.004419,0,0.142235,0.013243
699,Entombed - Full Of Hell,0.009475,0.010662,0.004491,0,0.19455,0.862851
700,Booker Ervin - Lynn's Tune,0.001228,0.432726,0.008003,0.000525,0.013709,0.116401
701,Chris Bocast - Hearts' Rest,0.000077,0.086464,0.00232,0.644859,0.006358,0.011709
702,Chris Bocast - Quantum Entanglement,0.001397,0.003087,0.006036,0.895122,0.016571,0.089062
703,The Royal Guardsmen - Snoopy Vs. The Red Baron,0.001105,0.067663,0.087604,0.000072,0.118504,0.041997
704,Al Stewart - Broadway Hotel,0.001573,0.045445,0.078756,0.000162,0.045318,0.110168
705,Al Stewart - On The Border,0.001501,0.035271,0.015553,0.000037,0.021661,0.052682
706,Al Stewart - Time Passages,0.002411,0.180522,0.012663,0.000101,0.063811,0.139228
707,Al Stewart - Year Of The Cat,0.002369,0.014622,0.061456,0.00067,0.064232,0.098066
708,"Cher - Gypsys, Tramps & Thieves",0.003062,0.038876,0.025104,0.000037,0.092893,0.105393
709,Krum Bums - Fall,0.002072,0.002315,0.041703,0,0.281935,0.829419
710,Krum Bums - Misery,0.002336,0.007145,0.057317,0,0.214098,0.873522
711,The National - Fake Empire,0.001102,0.009079,0.123184,0.000003,0.577464,0.049692
712,The National - Green Gloves,0.000853,0.003279,0.05368,0.000023,0.587034,0.087391
713,The National - Fake Empire (Live),0.009707,0.003133,0.052325,0.000005,0.535309,0.040749
714,The National - Slow Show,0.004477,0.008326,0.083237,0.000002,0.663994,0.128829
715,The National - Start A War,0.000725,0.021475,0.205279,0.000348,0.320168,0.048063
716,HH - Planetary,0.087767,0.263214,0.00716,0,0.052574,0.128316
717,Spyro Gyra - Believe,0.001916,0.244784,0.030979,0.000029,0.140375,0.086818
718,Spyro Gyra - Summer Fling,0.003565,0.182651,0.040359,0.000111,0.186547,0.029914
719,"Faure, Gabriel - Impromptu for piano No. 3 in A flat major, Op. 34",0.000292,0.086495,0.00042,0.400949,0.002135,0.001416
720,"Faure, Gabriel - Piano Trio In D Minor, Op. 120",0.000208,0.055077,0.001303,0.878628,0.00069,0.002931
721,"Faure, Gabriel - Sonata For Cello & Piano No. 1 In D Minor, Op. 109",0.000324,0.019749,0.007749,0.215257,0.031916,0.016843
722,"Faure, Gabriel - Sonata For Cello & Piano No. 2 In G Minor, Op. 117",0.000109,0.048496,0.010684,0.276606,0.004432,0.030456
723,Fugazi - Reprovisional,0.006396,0.015564,0.018863,0.000424,0.088582,0.806592
724,Fugazi - Target,0.003581,0.003813,0.017947,0.000166,0.240392,0.83423
725,Fugazi - Merchandise,0.062331,0.007634,0.019078,0.000096,0.140562,0.368577
726,Fugazi - Polish,0.008772,0.027681,0.046952,0.000001,0.166867,0.859732
727,Fugazi - Suggestion,0.011044,0.07642,0.060276,0.000069,0.222941,0.1311
728,J.B. Lenoir - Louise,0.009033,0.214082,0.143,0.000028,0.043348,0.009976
729,Balearic Bill - Destination Sunshine,0.049034,0.096414,0.059868,0,0.206214,0.075372
730,Seba & Lo-Tec - So Long,0.157641,0.086943,0.003461,0.000045,0.172553,0.030892
731,Lo Fidelity Allstars - Battle Flag,0.1505,0.030003,0.002119,0.000005,0.205805,0.270104
732,Gene Ammons - My Romance,0.001244,0.269768,0.045727,0.000636,0.004799,0.025136
733,Pepe Bradock - Un Pepe Dans La Dentelle,0.752064,0.104648,0.001816,0.00047,0.085374,0.003306
734,Band Of Horses - Is There A Ghost,0.000283,0.004277,0.214372,0.000001,0.447714,0.550354
735,Band Of Horses - No One's Gonna Love You,0.001305,0.004821,0.076318,0,0.425159,0.285121
736,Band Of Horses - Our Swords,0.004745,0.029203,0.016783,0.000018,0.333371,0.311804
737,Band Of Horses - The First Song,0.000611,0.053112,0.091537,0.000007,0.250692,0.291924
738,Band Of Horses - The Funeral,0.000558,0.000738,0.233193,0.000386,0.742355,0.024383
739,Georges Street - The Tartar Frigate,0.003255,0.092193,0.017356,0.001252,0.079014,0.011916
740,Phil Collins - Another Day In Paradise (Live),0.003519,0.099434,0.029656,0.000004,0.072889,0.203001
741,Phil Collins - Do You Remember?,0.002883,0.089607,0.154311,0.000009,0.121967,0.101352
742,Phil Collins - You'll Be In My Heart,0.005998,0.020715,0.026645,0.000001,0.325894,0.166294
743,Lee Morgan Quintet - The Gigolo,0.010942,0.672409,0.002278,0.000099,0.043044,0.122437
744,Don Carlos - Booming Ball,0.172845,0.00639,0.199897,0,0.208462,0.032678
745,Ian Van Dahl - Inspiration,0.066194,0.016403,0.011259,0,0.242363,0.034207
746,Ian Van Dahl - Castle In The Sky,0.111521,0.041944,0.013834,0,0.121933,0.027675
747,Ian Van Dahl - Castles In The Sky,0.032803,0.010537,0.022273,0,0.300608,0.052692
748,The Dead Milkmen - Punk Rock Girl,0.000997,0.086324,0.313461,0,0.093861,0.477511
749,Bobo Thomas - Catfish Blues,0.000911,0.108027,0.069267,0.000023,0.027619,0.037772
750,Tommy Emmanuel - Endless Road,0.000536,0.007703,0.016554,0.005745,0.09109,0.013892
751,Tommy Emmanuel - The Hunt,0.001912,0.140647,0.024096,0.000008,0.28537,0.085727
752,Tommy Emmanuel - One Mint Julep,0.002742,0.118331,0.007484,0.00111,0.180099,0.025037
753,Tommy Emmanuel - Windy & Warm,0.00101,0.020269,0.007423,0.001439,0.0447,0.007216
754,Ray Charles & The Count Basie Orchestra - I Can't Stop Loving You,0.005221,0.082717,0.022945,0.000074,0.229561,0.044777
755,Turn Me On Dead Man - 67 Dreams,0.008389,0.047381,0.019991,0.000019,0.287028,0.185945
756,Kate Rusby - A Rose In April,0.000826,0.009769,0.096133,0.000346,0.106601,0.008956
757,Kate Rusby - The Lark,0.000921,0.004199,0.193968,0.000023,0.179821,0.047513
758,Unwound - Laugh Track,0.006336,0.009309,0.068722,0.000002,0.383923,0.647454
759,"Berwald, Franz - Symphony No. 2 In D, ""Sinfonie Capricieuse""",0.000189,0.248636,0.000682,0.985798,0.004051,0.017003
760,Les Paul & Mary Ford - How High The Moon,0.005793,0.163274,0.50906,0.000129,0.049436,0.187221
761,The Youth Choir Of Saint-Francois De Versailles (Holiday) - Guillo Take Your Tambourine,0.00089,0.69143,0.043787,0.941523,0.02921,0.016011
762,Christa DeErynn - Sweet Lies,0.056572,0.022205,0.150627,0,0.46058,0.08362
763,N.W.A. - Real Niggaz Don't Die,0.218965,0.208947,0.02347,0,0.057005,0.048293
764,Indigo Girls - Blood And Fire,0.00139,0.002897,0.115244,0.000931,0.042001,0.055016
765,Indigo Girls - Cold Beer And Remote Control,0.000953,0.009372,0.113651,0.000001,0.503377,0.16576
766,Indigo Girls - Left Me A Fool,0.00031,0.017502,0.294906,0.000182,0.025572,0.053669
767,Indigo Girls - She's Saving Me,0.017896,0.023624,0.243442,0.000004,0.362231,0.008832
768,P.M. Dawn - I'd Die Without You,0.008079,0.00799,0.094576,0.000119,0.093315,0.007606
769,"Anthony Wonsey Trio - Just You, Just Me",0.00917,0.410429,0.004467,0.000148,0.088523,0.038203
770,Janis Figure - Mechanical Bull,0.006652,0.04439,0.011953,0,0.2982,0.396879
771,John R. Burr - For The Asking,0.000084,0.045463,0.008606,0.036067,0.008975,0.004534
772,"Baguer, Carlos - Symphony No. 13 In E Flat Major",0.000211,0.090748,0.004404,0.777459,0.00301,0.029105
773,"Baguer, Carlos - Symphony No. 18 In B Flat Major",0.000291,0.095095,0.009223,0.976135,0.003687,0.002455
774,"Baguer, Carlos - Symphony No. 16 In G Major",0.000699,0.078262,0.003582,0.981337,0.000937,0.001054
775,Azzido Da Bass - Dooms Night,0.579556,0.005038,0.000537,0.000045,0.089441,0.149693
776,Boyz II Men (Holiday) - Let It Snow,0.004326,0.074676,0.01997,0.000047,0.092238,0.027457
777,Daddy Yankee - Cuentame,0.032057,0.030515,0.054882,0.000057,0.053593,0.009442
778,Daddy Yankee - Gasolina,0.040865,0.024725,0.032589,0.000018,0.144682,0.033295
779,Daddy Yankee - Machucando,0.111706,0.026543,0.003986,0.000003,0.161877,0.036783
780,Daddy Yankee - Rompe,0.021537,0.011534,0.010875,0.000004,0.144654,0.022466
781,Katalyst - Break Up,0.161829,0.018902,0.005581,0.000012,0.095133,0.138161
782,Katalyst - Dangerous,0.039428,0.002298,0.000507,0.001605,0.027743,0.005133
783,Katalyst - Time Bomb,0.010211,0.007147,0.019965,0.000261,0.110313,0.010287
784,Adele - Hometown Glory,0.000217,0.01412,0.03482,0.000714,0.332136,0.027201
785,Adele - Right As Rain,0.011486,0.023497,0.019114,0.000003,0.305936,0.016606
786,Adele - Best For Last,0.013176,0.049473,0.010916,0,0.236429,0.005668
787,Adele - Melt My Heart To Stone,0.010145,0.010447,0.063207,0.000001,0.37596,0.024691
788,Dave & Ansel Collins - Nuclear Weapon,0.033763,0.009897,0.01705,0.00001,0.075396,0.02753
789,Gotan Project - Vuelvo Al Sur,0.264194,0.278912,0.00413,0.000286,0.079779,0.006749
790,Gotan Project - El Capitalismo Foraneo,0.316906,0.008073,0.002297,0.000001,0.098101,0.038333
791,Delroy Wilson - I Can't Help Myself,0.148633,0.086996,0.021405,0.000008,0.118846,0.054571
792,Delroy Wilson - It's The Same Old Song,0.316571,0.074146,0.021953,0,0.113254,0.005393
793,Delroy Wilson - Pretty Girl,0.054462,0.02277,0.014751,0.00001,0.062638,0.016216
794,Harry James & Benny Goodman - Life Goes To A Party,0.008444,0.819238,0.112283,0.000859,0.054523,0.22476
795,Carlton Pearson - We've Come This Far By Faith,0.014984,0.013069,0.023195,0.000032,0.536551,0.14213
796,Fats Waller (Holiday) - Winter Weather,0.01934,0.089289,0.025189,0.000636,0.009491,0.026425
797,Tomasa La Macanita - Yo Soy De Jerez (Bulerias De Cai),0.000482,0.008785,0.025464,0.000055,0.036169,0.423392
798,The Fiery Furnaces - Here Comes The Summer,0.017957,0.050424,0.210614,0,0.457291,0.022235
799,Ralph Stanley & The Clinch Mountain Boys - Calling My Children Home,0.000208,0.013854,0.069478,0.003216,0.117163,0.224055
800,Ralph Stanley & The Clinch Mountain Boys - Beautiful Star Of Bethlehem,0.000386,0.028338,0.288302,0.000094,0.206865,0.050019
801,Ralph Stanley & The Clinch Mountain Boys - Gonna Paint The Town,0.00062,0.029827,0.172638,0.000268,0.048997,0.362146
802,Ralph Stanley & The Clinch Mountain Boys - I Am Weary,0.000565,0.007679,0.439792,0.000006,0.183917,0.075204
803,Ralph Stanley & The Clinch Mountain Boys - Man Of Constant Sorrow,0.00255,0.026396,0.131392,0.023889,0.009895,0.01144
804,Ralph Stanley & The Clinch Mountain Boys - Stone Walls And Steel Bars,0.00042,0.015266,0.215906,0.001546,0.119974,0.078864
805,Ralph Stanley & The Clinch Mountain Boys - Pretty Polly,0.001626,0.021324,0.070366,0.000627,0.0137,0.044201
806,Hazel Dickens & Alice Gerrard - I Just Got Wise,0.002696,0.011105,0.075932,0.000138,0.07912,0.108252
807,C+C Music Factory - Things That Make You Go Hmmmm?..,0.101821,0.009086,0.003015,0.000003,0.088856,0.453485
808,Lee Ritenour & Larry Carlton - Crosstown Kids,0.005306,0.351759,0.026136,0.000054,0.113971,0.029881
809,Poppa Hop & His Orchestra (Holiday) - Merry Christmas Darling,0.010147,0.121923,0.017003,0.000947,0.031688,0.029358
810,Powder (Holiday) - Christmas Don't be Late (Chipmunk Song),0.017142,0.00062,0.004099,0,0.276439,0.536706
811,Louis Armstrong (Holiday) - Christmas Night In Harlem,0.053442,0.045754,0.031502,0.000007,0.064898,0.042982
812,Louis Armstrong (Holiday) - Winter Wonderland (Mono Recording),0.149583,0.034721,0.025462,0.000039,0.048704,0.020632
813,Louis Armstrong (Holiday) - Winter Wonderland,0.193905,0.025792,0.013718,0.000005,0.142473,0.015608
