id,song,hip hop,jazz,country,classical,festival,rock
814,Bryan Mann - Who Put The Bomp (In The Bomp Bomp Bomp),0.003648,0.0424,0.101203,0.000004,0.046449,0.466774
815,Your Vegas - In My Head,0.009006,0.061267,0.090288,0,0.2625,0.084385
816,Your Vegas - It Makes My Heart Break,0.003537,0.032952,0.043542,0,0.246602,0.226582
817,Your Vegas - Troubled Times,0.005025,0.037226,0.052987,0.000002,0.342134,0.11293
818,Brenda Lee (Holiday) - White Christmas,0.019192,0.025077,0.147516,0.000068,0.063188,0.007783
819,Corona - Rythym Of The Night,0.021028,0.181795,0.082242,0,0.061453,0.047302
820,!!! (Chk Chk Chk) - All My Heroes Are Wierdos,0.040021,0.009396,0.01103,0,0.246891,0.282453
821,!!! (Chk Chk Chk) - Me And Giuliani Down By The School Yard (A True Story),0.114336,0.082589,0.000276,0.000011,0.328361,0.116325
822,!!! (Chk Chk Chk) - Hello? Is This Thing On,0.027167,0.137608,0.000816,0.000129,0.175431,0.070395
823,Imogen Heap - The Walk,0.004031,0.051411,0.01427,0.000619,0.506432,0.099091
824,Sons And Daughters - Johnny Cash,0.011476,0.0442,0.019157,0.000001,0.661208,0.627279
825,The Wallflowers - 6th Ave Heartache,0.001099,0.0393,0.081298,0.000001,0.388897,0.193244
826,4 Haven Knights - In My Lonely Room,0.005945,0.080766,0.070302,0.000143,0.08064,0.467659
827,Jon Bon Jovi (Holiday) - Please Come Home For Christmas,0.004487,0.082687,0.099762,0.000013,0.166912,0.100869
828,Port O'Brien - Anchor,0.002078,0.006403,0.053025,0.000081,0.106475,0.131336
829,Port O'Brien - I Won't Look Back,0.004412,0.023313,0.032884,0.000204,0.20412,0.02904
830,Port O'Brien - Tree Bones,0.00131,0.118811,0.031275,0.000014,0.118714,0.099714
831,Peggy Seeger - O The Wind And Rain,0.000501,0.006526,0.342107,0.000003,0.095138,0.004023
832,Gaither Vocal Band - Swing Down Chariot,0.037705,0.084478,0.037757,0.000024,0.35041,0.146078
833,Debbie Reynolds - Love Is A Simple Thing,0.022039,0.046507,0.157647,0.000162,0.02368,0.014927
834,Teddy Wilson - I've Got A Crush On You,0.003859,0.128557,0.035878,0.002264,0.005488,0.005389
835,Teddy Wilson - In The Mood,0.002337,0.775603,0.020259,0.045857,0.016029,0.502839
836,Teddy Wilson - Body And Soul,0.001845,0.185017,0.001623,0.193653,0.007436,0.000087
837,Teddy Wilson - Easy To Love,0.000112,0.089618,0.00337,0.019784,0.000829,0.004509
838,Teddy Wilson - Flyin' Home,0.030498,0.77966,0.019459,0.002173,0.008313,0.068176
839,Teddy Wilson - King Porter Stomp,0.001693,0.727274,0.004965,0.000414,0.01337,0.027194
840,Teddy Wilson - Mean To Me,0.000082,0.372578,0.010268,0.039409,0.000626,0.003484
841,G. Love & Special Sauce - Love,0.062516,0.090737,0.019814,0.00012,0.141392,0.001692
842,Pavement - Baptist Blacktick,0.006908,0.002708,0.072901,0.000004,0.35794,0.911331
843,The Pharcyde - On The DL,0.242763,0.005468,0.000248,0.000311,0.094721,0.03104
844,The Pharcyde - Passing Me By,0.2012,0.385654,0.012313,0.000029,0.127609,0.028776
845,The Pharcyde - Runnin',0.611452,0.01655,0.032685,0.000015,0.086263,0.019556
846,The Pharcyde - Bullsh*t (Instrumental),0.900025,0.0024,0.001746,0.000003,0.035533,0.015958
847,The Pharcyde - Groupie Therapy (Instrumental),0.201243,0.173547,0.019879,0.000001,0.043781,0.009151
848,The Pharcyde - On The DL (Instrumental),0.335012,0.093609,0.000651,0.000016,0.152344,0.301205
849,The Pharcyde - Pharcyde (Instrumental),0.445884,0.03854,0.000487,0.000013,0.088131,0.008153
850,The Pharcyde - Ya Mama (Instrumental),0.42268,0.119036,0.016429,0.000032,0.077132,0.067618
851,Talib Kweli - I Try,0.241269,0.133898,0.009914,0,0.206165,0.005474
852,Talib Kweli - Supreme Supreme,0.185333,0.008566,0.001784,0.000002,0.368559,0.043198
853,Corciolli - Children (Lake),0.009146,0.889127,0.001395,0.049421,0.001542,0.014779
854,Corciolli - Forest Spirit,0.000321,0.052822,0.000024,0.000058,0.000011,0.030189
855,Corciolli - Mikhael (Angel Of Divine Protection),0.016092,0.066306,0.000526,0.982738,0.001214,0.000009
856,Corciolli - Work (Water),0.000575,0.935583,0.009289,0.049634,0.016149,0.009364
857,Corciolli - Friends (Sky),0.028809,0.853639,0.002722,0.975691,0.000247,0.000067
858,Corciolli - Rain,0.00945,0.979566,0.000874,0.061036,0.000215,0.027042
859,Maria Bethania & Gal Gosta - Sonho Meu,0.005439,0.131328,0.063405,0.008672,0.031915,0.008624
860,Glen Gray & The Casa Loma Orchestra - Who's Sorry Now?,0.063812,0.215998,0.067552,0.000073,0.067978,0.202654
861,Michelle Branch - Everywhere,0.001004,0.019407,0.070736,0.000012,0.387235,0.511351
862,Michelle Branch - All You Wanted,0.005065,0.06929,0.363649,0.000004,0.361224,0.163899
863,The Allman Brothers Band - Can't Take It With You,0.002348,0.171092,0.009615,0.000001,0.02304,0.204402
864,The Allman Brothers Band - Long Time Gone,0.000529,0.191907,0.05663,0.000217,0.026295,0.120932
865,The Allman Brothers Band - Mountain Jam (Live),0.002248,0.880513,0,0.00291,0.039144,0.344055
866,The Allman Brothers Band - Little Martha,0.000814,0.016869,0.006929,0.002187,0.024242,0.035295
867,Kate Havnevik - Sleepless,0.00198,0.002961,0.014242,0.000566,0.317907,0.066669
868,Dave Barker - Don't Let The Sun Catch You Crying,0.422515,0.026672,0.088397,0.000001,0.16057,0.013668
869,Willie Banks - God's Goodness,0.001678,0.302354,0.050721,0.000939,0.030299,0.178498
870,Anne Murray - Danny's Song,0.001473,0.037164,0.151365,0.00058,0.236497,0.013295
871,Mars Lasar - Untouchable,0.00046,0.017801,0.003719,0.061585,0.03903,0.000643
872,The Bronx - Cobra Lucha,0.004034,0.001742,0.009773,0,0.194544,0.856544
873,The Bronx - False Alarm,0.056648,0.010983,0.008017,0,0.145057,0.621276
874,Aterciopelados - Bolero Falaz,0.014837,0.054775,0.14383,0.000032,0.069563,0.050433
875,Craig Pilo - Early Cynical Mystery,0.014429,0.717492,0.000993,0.00004,0.057398,0.017005
876,The Monkees - I'm A Believer (Mono),0.011911,0.01661,0.166465,0.000002,0.144411,0.281743
877,The Monkees - Look Out (Here Comes Tomorrow),0.004507,0.018619,0.07109,0.000003,0.401663,0.597861
878,The Monkees - The Monkees,0.003536,0.068866,0.070358,0.000011,0.160658,0.449523
879,The Monkees - Tomorrow's Gonna Be Another Day,0.007712,0.004557,0.141583,0.000018,0.112731,0.434
880,The Monkees - Daydream Believer,0.004713,0.007029,0.187053,0.00015,0.168827,0.202076
881,The Monkees - She,0.001558,0.006945,0.123396,0,0.087038,0.502368
882,Duran Duran - Come Undone,0.031784,0.015866,0.013708,0.000001,0.117783,0.021751
883,Duran Duran - Ordinary World,0.003426,0.062927,0.0343,0,0.145756,0.215839
884,FC Kahuna - Machine Says Yes,0.041091,0.044777,0.005115,0.000004,0.576345,0.057875
885,Toshiko Akiyoshi - 52nd St. Theme,0.019682,0.718956,0.00483,0.022435,0.015152,0.033043
886,Mice Parade - Circle None,0.000168,0.00362,0.009062,0.009339,0.012605,0.01259
887,Little Walter - Bad Acting Woman,0.003729,0.167624,0.153414,0.00069,0.009268,0.039343
888,Little Walter - Blue Baby Hard Times,0.004596,0.260142,0.050249,0.000405,0.045925,0.088201
889,Dan The Automator - Bang The Ball (Instrumental),0.60148,0.016143,0.000146,0.00044,0.175623,0.02818
890,Dan The Automator - Champions (Instrumental),0.675622,0.13377,0.001341,0.000366,0.157736,0.139356
891,Dan The Automator - Lyrics To Go (Remix) (Instrumental),0.521811,0.017081,0.001055,0.000006,0.267029,0.010216
892,Dan The Automator - Sleep,0.279976,0.193286,0.073543,0.000027,0.130696,0.031521
893,Sonicflood - I Could Sing Of Your Love Forever,0.005032,0.057625,0.00998,0,0.172493,0.046779
894,Sonicflood - I Want To Know You (In The Secret),0.00835,0.005188,0.007367,0,0.209966,0.198442
895,Kidz In The Hall - The In Crowd,0.057253,0.277265,0.137971,0.000002,0.214355,0.039696
896,Kidz In The Hall - The Pledge,0.046334,0.095065,0.034949,0.000024,0.113601,0.034622
897,Kidz In The Hall - Wassup Jo',0.188265,0.067181,0.011184,0,0.068933,0.053107
898,Kidz In The Hall - Don't Stop,0.025341,0.084625,0.012463,0.001326,0.090767,0.141633
899,Kidz In The Hall - Dumb*ss Tales,0.280097,0.007904,0.008738,0.000001,0.054037,0.03085
900,Kidz In The Hall - Mr. Alladatsh*T,0.034094,0.043421,0.107609,0.000002,0.177464,0.034737
901,Kidz In The Hall - Ritalin,0.089744,0.077733,0.008783,0.000002,0.181605,0.189878
902,Dredg - Sang Real (Live),0.022174,0.013298,0.032536,0,0.532875,0.120571
903,Loquat - Change The Station,0.00746,0.011676,0.124426,0.000474,0.416891,0.085499
904,Loquat - It's Yours To Keep,0.016122,0.024839,0.559428,0.000041,0.463988,0.013735
905,Loquat - Need Air,0.028161,0.009361,0.502247,0,0.28645,0.004781
906,Loquat - Serial Mess,0.005199,0.016285,0.418835,0.000525,0.340116,0.017299
907,Loquat - Slow Fast Wait & See,0.022453,0.140693,0.02973,0.000205,0.293794,0.006844
908,Branford Marsalis - Swingin' At The Haven,0.003895,0.660442,0.009186,0.008998,0.005825,0.117272
909,John McEuen - Ryan William's Arrival In America,0.00068,0.001,0.017348,0.003972,0.101948,0.06629
910,Dan Crary - Tom & Jerry,0.000872,0.038498,0.011636,0.070899,0.014343,0.055697
911,Dan Crary - Amsterdance,0.00022,0.091755,0.031963,0.037675,0.013514,0.033947
912,Dan Crary - Hot Pursuit,0.00058,0.027072,0.046026,0.001069,0.163507,0.083865
913,Dan Crary - Lady's Fantasy,0.00204,0.046379,0.014358,0.104071,0.016051,0.01102
914,Dan Crary - Lime Rock,0.000575,0.086228,0.057936,0.170485,0.01824,0.02958
915,Dan Crary - On The Fritz,0.000347,0.038041,0.007576,0.030417,0.070588,0.023053
916,Dan Crary - Reuben,0.001868,0.003134,0.067343,0.000111,0.112985,0.007114
917,Dan Crary - Senso Unico,0.000642,0.161189,0.034385,0.007186,0.093265,0.064116
918,"Dan Crary - The Fermoy Lass, The Man Of The House",0.000367,0.034079,0.039708,0.007595,0.080511,0.104127
919,Dan Crary - Cape Foulweather,0.000156,0.018759,0.022795,0.000249,0.092728,0.02423
920,Dan Crary - Reedie's Blues,0.000159,0.004057,0.031889,0.009879,0.072306,0.056574
921,"Palmgren, Selim - May Night, For Piano",0.004383,0.054401,0.003912,0.935348,0.000504,0.000139
922,Rev Theory - Hell Yeah,0.004544,0.014469,0.008359,0,0.249991,0.452229
923,Augustus Pablo - Black Gunn,0.40238,0.011203,0.029308,0.000027,0.099437,0.008738
924,Augustus Pablo - East Africa,0.052627,0.504106,0.02854,0.00382,0.086952,0.001875
925,Augustus Pablo - Give Praise (Norris Reid),0.376352,0.115877,0.021828,0.000001,0.047464,0.000708
926,Augustus Pablo - Maka,0.024971,0.098519,0.026207,0.000001,0.04256,0.001952
927,Los Rieleros Del Norte - Abrazado De Un Poste,0.003665,0.029664,0.377947,0.000004,0.246719,0.047488
928,Los Rieleros Del Norte - Caballo De Espadas,0.007126,0.026435,0.164383,0.00001,0.274712,0.065199
929,Los Rieleros Del Norte - El Amor No Se Vende,0.009675,0.042095,0.138729,0,0.138015,0.119396
930,Los Rieleros Del Norte - Fue Mentira,0.002481,0.010255,0.053254,0.000001,0.161061,0.081923
931,Los Rieleros Del Norte - Me Quieres Matar De Celos,0.001893,0.022893,0.034161,0,0.112156,0.071306
932,Peaches & Herb - Shake Your Groove Thing,0.021701,0.218865,0.017139,0.000042,0.029344,0.138522
933,"Breather Resist - Long Nights, Short Fuses",0.013093,0.000096,0.014129,0.000002,0.430181,0.936086
934,Jackie Wilson - Lonely Teardrops,0.016514,0.121204,0.005098,0.001518,0.072687,0.055333
935,Wes Montgomery - Full House (Live),0.005266,0.701719,0.001057,0.000372,0.006158,0.044758
936,Wes Montgomery - If I Should Lose You (Take 2-Alternate),0.004546,0.448552,0.060111,0.000519,0.003914,0.00468
937,Wes Montgomery - Watch What Happens,0.001972,0.270768,0.056141,0.000842,0.031174,0.038701
938,Wes Montgomery - Road Song,0.000878,0.269554,0.013859,0.014295,0.051838,0.033759
939,Guns N' Roses - November Rain,0.002096,0.038885,0.011781,0.000087,0.184779,0.339427
940,Guns N' Roses - Chinese Democracy,0.083827,0.015618,0.006256,0.000333,0.433423,0.284254
941,Guns N' Roses - Paradise City,0.002979,0.041899,0.013886,0.000028,0.100527,0.602018
942,Guns N' Roses - Patience,0.0007,0.022376,0.048774,0.000267,0.05031,0.172647
943,Guns N' Roses - Don't Cry,0.001595,0.006355,0.276495,0.000002,0.285668,0.40012
944,Guns N' Roses - Knockin' On Heaven's Door,0.004873,0.009093,0.028458,0.000003,0.159073,0.504358
945,Guns N' Roses - Live And Let Die,0.001058,0.020765,0.030729,0.000491,0.13192,0.617398
946,Guns N' Roses - Sweet Child O' Mine,0.002706,0.013687,0.013673,0.00008,0.102512,0.676908
947,At The Gates - Blinded By Fear,0.036856,0.004932,0.010567,0.000017,0.102975,0.908972
948,Cat Stevens - Wild World,0.010713,0.246103,0.055129,0,0.119495,0.175824
949,Cat Stevens - Don't Be Shy,0.000298,0.044802,0.038745,0.000932,0.110476,0.568849
950,Cat Stevens - Moonshadow (Live),0.012201,0.425718,0.018675,0.000112,0.029426,0.058783
951,Cat Stevens - The Wind,0.002853,0.026539,0.289076,0.00084,0.060943,0.022028
952,The Black Angels - Bloodhounds On My Trail,0.000521,0.049007,0.145898,0.000013,0.665164,0.75704
953,The Black Angels - You On The Run,0.020675,0.002621,0.040114,0.000006,0.356828,0.377304
954,Neil Young - Ohio,0.001159,0.018752,0.07024,0.000447,0.067615,0.367738
955,Neil Young - Cripple Creek Ferry,0.001806,0.045817,0.526164,0.002754,0.065896,0.09679
956,Tex Ritter - I've Found A New Baby (Instrumental),0.005283,0.134605,0.077833,0.000642,0.024299,0.089035
957,Tex Beneke - I Know,0.007638,0.328181,0.035786,0.000191,0.109928,0.025158
958,Broken Social Scene - 7?4 (Shoreline),0.003093,0.033373,0.006827,0.000001,0.267258,0.3556
959,Broken Social Scene - Cause = Time,0.013628,0.013934,0.012376,0.000001,0.158902,0.471289
960,Broken Social Scene - Fire Eye'd Boy,0.004641,0.10228,0.020557,0,0.278224,0.430584
961,Broken Social Scene - Stars And Sons,0.002623,0.010639,0.006916,0.000001,0.392911,0.394514
962,Broken Social Scene - KC Accidental,0.00117,0.005996,0.126741,0.000001,0.38186,0.566763
963,Broken Social Scene - Our Faces Split The Coast In Half,0.003452,0.045522,0.015149,0.000007,0.164849,0.536882
964,Broken Social Scene - Shampoo Suicide,0.000839,0.079126,0.012591,0,0.415145,0.469893
965,Skafish (Holiday) - Jingle Bells,0.008605,0.606033,0.021293,0.000144,0.024695,0.087524
966,Skafish (Holiday) - Joy To The World,0.007497,0.870807,0.011806,0.000296,0.010191,0.02498
967,"Skafish (Holiday) - O Come, O Come Emmanuel",0.001483,0.749951,0.013181,0.000995,0.0298,0.062307
968,Enanitos Verdes - Luz De Dia,0.003038,0.081276,0.31981,0.000001,0.510679,0.192814
969,Enanitos Verdes - Lamento Boliviano,0.003477,0.03601,0.049729,0.0005,0.245786,0.080682
970,Enanitos Verdes - Tu Carcel,0.005597,0.026819,0.044721,0.000001,0.384603,0.14785
971,Roni Size & Reprazent - Brown Paper Bag (Roni Size Full Rap Remix),0.197054,0.138264,0.004604,0,0.054139,0.073337
972,Roni Size & Reprazent - Down,0.380231,0.001057,0.000043,0,0.002215,0.004276
973,Roni Size & Reprazent - Hi-Potent,0.052706,0.131947,0.001643,0.000001,0.33112,0.286434
974,Roni Size & Reprazent - Mexican,0.022153,0.073122,0.001885,0,0.11702,0.228016
975,Roni Size & Reprazent - Snapshot,0.406784,0.100509,0.001279,0,0.288824,0.025333
976,The Wiseguys - Ooh La La,0.093109,0.037213,0.000745,0.000001,0.023786,0.357576
977,Lucky Thompson - Jeep's Blues,0.00052,0.032317,0.033884,0.000901,0.043201,0.04165
978,"Lucky Thompson - Take The ""A"" Train",0.002324,0.118677,0.011799,0.457442,0.012339,0.018637
979,Bessie Smith (Holiday) - At The Christmas Ball,0.000858,0.140713,0.059578,0.030429,0.002277,0.028706
980,Steve Earle & Reckless Kelly - Reconsider Me,0.006331,0.010571,0.377986,0.000003,0.519582,0.363877
981,Pete Robbins - Screwgun,0.008458,0.372329,0.033271,0.003889,0.037545,0.042891
982,"Trebol Clan, Hector & Joan - Gata Fiera",0.104704,0.032129,0.022275,0.000016,0.138668,0.01144
983,B.B. King & John Popper (Holiday) - Back Door Santa,0.011119,0.030431,0.028962,0,0.37211,0.314812
984,Paul Bley - Time On My Hands,0.036219,0.716742,0.120557,0.004627,0.012022,0.017104
985,"Beck, Ignaz, Franz - Overture (Sinfonia) In G Minor, Op. 1?1 (Callen 1)",0.000461,0.048763,0.00369,0.988587,0.008221,0.011478
986,"Beck, Ignaz, Franz - Overture (Sinfonia) In G Major, Op. 1?5 (Callen 5)",0.001325,0.100157,0.013732,0.906772,0.004131,0.003661
987,Rogue Wave - Endgame,0.000358,0.023375,0.023043,0.034559,0.175945,0.102701
988,Rogue Wave - Ghost,0.007648,0.005299,0.021793,0.000004,0.638124,0.32621
989,Rogue Wave - Nourishment Nation,0.005771,0.041077,0.067914,0,0.49724,0.12341
990,Rogue Wave - Perfect,0.000739,0.018999,0.020465,0.238005,0.008411,0.019327
991,Various Artists? 50 Most Loved Christmas Carols (Holiday) - In The Bleak Midwinter,0.000655,0.025644,0.1896,0.141665,0.018202,0.0402
992,"Various Artists? 50 Most Loved Christmas Carols (Holiday) - Lo, How A Rose E'er Blooming",0.001153,0.040941,0.074038,0.456897,0.017854,0.158581
993,Various Artists? 50 Most Loved Christmas Carols (Holiday) - While Sherherds Watched Their Flocks,0.000928,0.049096,0.396687,0.499309,0.009189,0.016621
994,Visionaries - Love (Hip-Hop),0.319777,0.234667,0.003007,0.000001,0.194734,0.156041
995,Kumbia Altarz - Chiquilla,0.006425,0.004864,0.016522,0.000001,0.270879,0.181791
996,Bill Connors - It Be FM,0.009334,0.519287,0.016577,0.001338,0.009859,0.035971
997,Ruben Studdard - Goin' Up Yonder,0.006293,0.265945,0.028482,0.000011,0.309193,0.051429
998,Ruben Studdard - Shout To The Lord,0.001734,0.065138,0.165541,0.000001,0.272229,0.027261
999,"Ruben Studdard - Fix it, Jesus (feat. Harvey Watkins Jr.)",0.103003,0.016449,0.011742,0.000001,0.439899,0.02882
1000,Thou - I Was Ignored. And Judged. And Cast Down,0.019408,0.000625,0.000753,0.000001,0.349991,0.4227
1001,Brandi Carlile - Throw It All Away,0.001312,0.003844,0.366227,0.000001,0.568897,0.038662
1002,Cornel Campbell - Concrete Jungle,0.110733,0.010438,0.049308,0,0.172762,0.078598
1003,Cornel Campbell - Screwface,0.08042,0.003664,0.060558,0,0.104613,0.060998
1004,Sodom - Procession To Golgotha,0.011955,0.020004,0.032928,0.000004,0.039533,0.879397
1005,"Boccherini, Luigi - Symphony In A Major, G. 508 (Op. 12?6)",0.001687,0.048025,0.011936,0.99619,0.001647,0.00061
1006,"Boccherini, Luigi - Symphony In E Flat Major, G. 510 (Op. 35?2)",0.000353,0.066505,0.030214,0.950226,0.009232,0.000737
1007,"Boccherini, Luigi - Cello Concerto In C Major, G. 573",0.002501,0.168008,0.010541,0.981568,0.004042,0.000085
1008,"Boccherini, Luigi - Symphony In C Major, G. 505 (Op. 12?3)",0.001015,0.02992,0.022106,0.876904,0.003064,0.003562
1009,"Boccherini, Luigi - Symphony In D Major, G. 509 (Op. 35?1)",0.000904,0.144484,0.023745,0.982975,0.010987,0.001085
1010,"Boccherini, Luigi - Cello Concerto In A Major, G. 475",0.002234,0.037912,0.014869,0.988613,0.00338,0.00062
1011,"Boccherini, Luigi - Cello Concerto In B Flat Major, G. 482",0.001358,0.076114,0.000818,0.992325,0.000608,0.002475
1012,"Boccherini, Luigi - Cello Concerto In C Major, G. 477",0.001024,0.066646,0.008514,0.991543,0.000569,0.002361
1013,"Boccherini, Luigi - Cello Concerto In D Major, G. 476",0.001209,0.010882,0.020514,0.916198,0.001426,0.000552
1014,"Boccherini, Luigi - Cello Concerto In D Major, G. 483 (Op. 34)",0.001123,0.052039,0.024033,0.972241,0.00144,0.000121
1015,"Boccherini, Luigi - Cello Concerto In E Flat Major, G. 474",0.001508,0.007999,0.031569,0.935979,0.001213,0.000542
1016,"Boccherini, Luigi - Minuet in A major, arrangements (after String Quintet in E major, Op.11?5 [aka Op. 13?5], G. 275)",0.001917,0.051357,0.004805,0.953715,0.001312,0.000394
1017,"Boccherini, Luigi - Quintet For Guitar & Strings In C Major (""La Ritirada Di Madrid""), G. 453 (arrangement Of Piano Quintet, G. 409)",0.002464,0.05611,0.00391,0.936967,0.002226,0.000372
1018,"Boccherini, Luigi - Quintet For Guitar & Strings In D Major (""Fandango""), G. 448 (Arrangement Of String Quintets, G. 270 & 341)",0.001144,0.041998,0.005478,0.776765,0.009314,0.008663
1019,"Boccherini, Luigi - Quintet For Guitar & Strings In D Minor, G. 445 (arrangement Of Piano Quintet, G. 416)",0.000813,0.081546,0.010869,0.960166,0.001076,0.001034
1020,"Boccherini, Luigi - Quintet For Guitar & Strings In E Minor, G. 451 (arrangement Piano Quintet, G. 407)",0.00039,0.170588,0.02684,0.963989,0.003389,0.001294
1021,"Boccherini, Luigi - Quintet For Guitar & Strings In G Major, G. 450 (Arrangement Of Quintet For Flute And Strings, G. 531 & String Quartet, G. 240)",0.00079,0.038947,0.010819,0.928642,0.001335,0.003258
1022,"Boccherini, Luigi - Sonata for cello & continuo in C major, G. 17",0.002207,0.040262,0.003389,0.899182,0.00506,0.001154
1023,"Boccherini, Luigi - Sonata for cello & continuo in G major, G. 5 (Six Sonatas No. 3)",0.001656,0.047141,0.024573,0.969896,0.001663,0.000406
1024,"Boccherini, Luigi - String Quartet In D Major, G. 165 (Op. 8?1)",0.000506,0.011013,0.006497,0.893819,0.002329,0.004202
1025,"Boccherini, Luigi - String Quartet In D Major, G. 203 (Op. 32?3)",0.005953,0.019724,0.001826,0.983736,0.001459,0.001203
1026,"Boccherini, Luigi - String Quartet In E Flat Major, G. 201 (Op. 32?1)",0.000462,0.022675,0.003609,0.956359,0.001659,0.00236
1027,"Boccherini, Luigi - String Quartet In E Minor, G. 202 (Op. 32?2)",0.000822,0.012471,0.013263,0.934971,0.002998,0.003112
1028,"Boccherini, Luigi - String Quartet In G Minor, G. 205 (Op. 32?5)",0.008167,0.047085,0.005668,0.952331,0.001684,0.000991
1029,"Boccherini, Luigi - String Quartet in A major, G. 213 (Op. 39)",0.000442,0.216414,0.001081,0.994298,0.000171,0.00086
1030,"Boccherini, Luigi - String Quintet For 2 Violins, Viola & 2 Cellos In G Minor, G. 351 (Op. 42?4)",0.000502,0.031658,0.00228,0.997524,0.000837,0.003727
1031,"Boccherini, Luigi - Symphony In A Major, G. 498 (Op. 21?6)",0.00065,0.117181,0.04086,0.955408,0.003912,0.001154
1032,"Boccherini, Luigi - Symphony In B Flat Major, G. 497 (Op. 21?5)",0.003655,0.245661,0.027645,0.994734,0.000888,0.000129
1033,"Boccherini, Luigi - Symphony In C Minor, G. 519 (Op. 41)",0.000166,0.115331,0.010332,0.73075,0.001188,0.001913
1034,"Boccherini, Luigi - Symphony In D Major, G. 496 (Op. 21?4)",0.001281,0.192203,0.026983,0.990711,0.002883,0.000332
1035,"Boccherini, Luigi - Symphony In D Major, G. 503 (Op. 12?1)",0.00029,0.038631,0.04239,0.90032,0.004979,0.006256
1036,"Boccherini, Luigi - Symphony In D Minor (""La Casa Del Diavolo""), G. 506 (Op. 12?4)",0.000884,0.13422,0.032749,0.995337,0.000221,0.000806
1037,"Boccherini, Luigi - Symphony In E Flat Major, G. 513 (Op. 35?5)",0.000234,0.191364,0.034192,0.973792,0.003485,0.001374
1038,"Boccherini, Luigi - Symphony In B Flat Major, G. 493 (Op. 21?1)",0.000523,0.071389,0.003958,0.961583,0.000557,0.000354
1039,"Boccherini, Luigi - Symphony In C Major, G. 495 (Op. 21?3)",0.000612,0.214612,0.021503,0.966679,0.004806,0.00017
1040,"Boccherini, Luigi - Symphony In D Major, G. 520 (Op. 42)",0.000475,0.041916,0.008821,0.975019,0.000876,0.000418
1041,"Boccherini, Luigi - Symphony In D Minor, G. 522 (Op. 45)",0.000323,0.047293,0.067656,0.710043,0.006895,0.016606
1042,Blackmore's Night (Holiday) - Ding Dong Merrily On High,0.000142,0.003754,0.143352,0.000288,0.435571,0.063577
1043,Blackmore's Night (Holiday) - Emmanuel,0.00317,0.008302,0.194287,0.000107,0.151572,0.003378
1044,Blackmore's Night (Holiday) - Ma-O-Tzur,0.000612,0.005022,0.300137,0.000019,0.145584,0.022857
1045,Blackmore's Night (Holiday) - We Three Kings,0.001652,0.010936,0.119365,0.000007,0.351163,0.097371
1046,Blackmore's Night (Holiday) - Hark The Herald Angels Sing ? Come All Ye Faithful,0.001841,0.008851,0.104498,0,0.414796,0.064112
1047,Dave Biller & Jeremy Wakefield - Martian Guts,0.017788,0.343867,0.073693,0.000049,0.164231,0.079435
1048,Dire Straits - Once Upon A Time In The West,0.006188,0.090766,0.014945,0.000026,0.063409,0.059108
1049,Dire Straits - Sultans Of Swing,0.016665,0.180214,0.030266,0.000012,0.163289,0.120925
1050,Dire Straits - Walk Of Life,0.003818,0.019809,0.034306,0.000004,0.524088,0.323737
1051,Dire Straits - So Far Away,0.002969,0.22851,0.010944,0.000006,0.358956,0.061871
1052,Shudder To Think - Goat,0.007577,0.120624,0.092443,0.000007,0.095078,0.216306
1053,Shudder To Think - Own Me,0.005085,0.040558,0.015333,0.000074,0.455717,0.197234
1054,James Cotton - Mighty Long Time,0.00968,0.013118,0.001617,0.040446,0.026273,0.002856
1055,James Cotton - Soul Survivor,0.005304,0.035364,0.109247,0.000846,0.144262,0.220754
1056,James Cotton - Take Me Back,0.002816,0.190173,0.098147,0.000031,0.2054,0.188187
1057,James Cotton - Blues For Jacklyn,0.004922,0.131117,0.051328,0.001369,0.101937,0.023024
1058,Brian Eno - Neroli,0.125097,0.000001,0.000046,0.013379,0.010773,0.093878
1059,Brian Eno - Zawinul ? Lava,0.001316,0.271038,0.016041,0.002995,0.001499,0.053784
1060,Brian Eno - Stars,0.000379,0.00903,0.002498,0.05056,0.001769,0.01018
1061,Brian Eno - An Ending (Ascent),0.001589,0.054931,0.001301,0.179302,0.003856,0.000133
1062,Nitty Gritty Dirt Band - Togary Mountain,0.000405,0.030223,0.039168,0.001284,0.027875,0.105884
1063,Nitty Gritty Dirt Band - Fish Song,0.027846,0.102842,0.020566,0.000099,0.169541,0.049597
1064,Nitty Gritty Dirt Band - Get Back,0.010604,0.013762,0.125325,0.000057,0.274263,0.215884
1065,Nitty Gritty Dirt Band - You Are My Flower,0.037627,0.076033,0.267947,0.000032,0.069117,0.020838
1066,Nitty Gritty Dirt Band - Wildwood Flower,0.002552,0.040435,0.189098,0.000034,0.095557,0.10171
1067,Nitty Gritty Dirt Band - I Saw The Light,0.001424,0.031356,0.035152,0.004286,0.100629,0.317404
1068,Nitty Gritty Dirt Band - Mr. Bojangles,0.004152,0.092574,0.200621,0.000002,0.274175,0.109014
1069,Nitty Gritty Dirt Band - One Sure Honest Line,0.000762,0.0465,0.370777,0,0.136568,0.064024
1070,Nitty Gritty Dirt Band - Snowballs,0.005049,0.033513,0.123639,0.000031,0.108494,0.059195
1071,Nitty Gritty Dirt Band - Way Downtown,0.001725,0.021147,0.146488,0.000001,0.121217,0.261072
